"id";"data_inversa";"dia_semana";"horario";"uf";"br";"km";"municipio";"causa_acidente";"tipo_acidente";"classificacao_acidente";"fase_dia";"sentido_via";"condicao_metereologica";"tipo_pista";"tracado_via";"uso_solo";"pessoas";"mortos";"feridos_leves";"feridos_graves";"ilesos";"ignorados";"feridos";"veiculos";"latitude";"longitude";"regional";"delegacia";"uop"
331910;2021-01-01;"sexta-feira";"19:50:00";"SC";470;130;"LONTRAS";"Acessar a via sem observar a presença dos outros veículos";"Colisão transversal";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Nublado";"Simples";"Reta;Interseção de Vias";"Sim";5;0;0;2;2;1;2;3;-27,16037609;-49,55657959;"SPRF-SC";"DEL04-SC";"UOP02-DEL04-SC"
331920;2021-01-01;"sexta-feira";"20:40:00";"PR";116;59;"CAMPINA GRANDE DO SUL";"Entrada inopinada do pedestre";"Atropelamento de Pedestre";"Com Vítimas Fatais";"Plena Noite";"Crescente";"Chuva";"Dupla";"Declive;Curva";"Sim";3;1;0;0;1;1;0;3;-25,30335724;-48,94378885;"SPRF-PR";"DEL01-PR";"UOP02-DEL01-PR"
331925;2021-01-01;"sexta-feira";"20:30:00";"BA";116;709;"MANOEL VITORINO";"Demais falhas mecânicas ou elétricas";"Incêndio";"Sem Vítimas";"Plena Noite";"Crescente";"Céu Claro";"Simples";"Aclive";"Sim";2;0;0;0;1;1;0;2;-14,10719019;-40,22427462;"SPRF-BA";"DEL03-BA";"UOP01-DEL03-BA"
331952;2021-01-02;"sábado";"05:00:00";"PE";424;3,1;"ARCOVERDE";"Transitar na contramão";"Colisão lateral";"Com Vítimas Feridas";"Amanhecer";"Crescente";"Céu Claro";"Simples";"Reta";"Não";2;0;0;1;1;0;1;2;-8,45381694;-37,0485949;"SPRF-PE";"DEL03-PE";"UOP02-DEL03-PE"
331957;2021-01-02;"sábado";"06:15:00";"MG";381;601,7;"CARMOPOLIS DE MINAS";"Condutor Dormindo";"Saída de leito carroçável";"Com Vítimas Feridas";"Amanhecer";"Decrescente";"Ignorado";"Dupla";"Curva;Declive";"Não";1;0;1;0;0;0;1;1;-20,63243704;-44,73521221;"SPRF-MG";"DEL04-MG";"UOP01-DEL04-MG"
331961;2021-01-02;"sábado";"07:20:00";"GO";20;7,4;"FORMOSA";"Condutor deixou de manter distância do veículo da frente";"Colisão traseira";"Sem Vítimas";"Pleno dia";"Crescente";"Garoa/Chuvisco";"Simples";"Aclive";"Sim";2;0;0;0;2;0;0;2;-15,547604;-47,291592;"SPRF-DF";"DEL02-DF";"UOP01-DEL02-DF"
331969;2021-01-02;"sábado";"03:30:00";"PI";135;96;"SEBASTIAO LEAL";"Condutor Dormindo";"Saída de leito carroçável";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Céu Claro";"Simples";"Reta";"Não";2;0;1;1;0;0;2;1;-7,44562887;-43,83575007;"SPRF-PI";"DEL03-PI";"UOP01-DEL03-PI"
331972;2021-01-02;"sábado";"08:20:00";"MS";163;248,1;"DOURADOS";"Ultrapassagem Indevida";"Colisão lateral mesmo sentido";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Sol";"Simples";"Aclive";"Não";4;0;1;0;3;0;1;2;-22,3238991;-54,81909239;"SPRF-MS";"DEL04-MS";"UOP01-DEL04-MS"
331979;2021-01-02;"sábado";"09:25:00";"SC";101;112;"ITAJAI";"Trafegar com motocicleta (ou similar) entre as faixas";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Sol";"Dupla";"Ponte;Reta";"Não";5;0;1;1;2;1;2;4;-26,84589005;-48,72131295;"SPRF-SC";"DEL04-SC";"UOP04-DEL04-SC"
331989;2021-01-02;"sábado";"10:10:00";"RS";386;262,3;"FONTOURA XAVIER";"Mal súbito do condutor";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Reta";"Não";5;0;3;0;1;1;3;4;-28,905546;-52,396584;"SPRF-RS";"DEL04-RS";"UOP03-DEL04-RS"
331990;2021-01-02;"sábado";"09:41:00";"MG";381;531,5;"ITATIAIUCU";"Condutor Dormindo";"Saída de leito carroçável";"Com Vítimas Fatais";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Reta";"Não";2;1;1;0;0;0;1;1;-20,18182886;-44,37895835;"SPRF-MG";"DEL04-MG";"UOP03-DEL04-MG"
331996;2021-01-02;"sábado";"10:00:00";"MT";163;582,9;"NOVA MUTUM";"Ultrapassagem Indevida";"Colisão frontal";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Reta";"Não";8;0;6;0;1;2;6;5;-14,06590909;-56,10266283;"SPRF-MT";"DEL01-MT";"UOP01-DEL01-MT"
331999;2021-01-02;"sábado";"11:15:00";"MG";381;484;"BETIM";"Condutor deixou de manter distância do veículo da frente";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Reta";"Não";5;0;2;1;2;0;3;2;-19,95531717;-44,11722196;"SPRF-MG";"DEL01-MG";"UOP03-DEL01-MG"
332014;2021-01-02;"sábado";"13:40:00";"RJ";493;99;"SEROPEDICA";"Acessar a via sem observar a presença dos outros veículos";"Colisão traseira";"Sem Vítimas";"Pleno dia";"Decrescente";"Nublado";"Dupla";"Reta";"Não";4;0;0;0;4;0;0;2;-22,72869047;-43,71459961;"SPRF-RJ";"DEL03-RJ";"UOP01-DEL03-RJ"
332015;2021-01-02;"sábado";"10:20:00";"SP";116;362,6;"MIRACATU";"Frear bruscamente";"Tombamento";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Nublado";"Dupla";"Declive";"Não";3;0;1;0;1;1;1;2;-24,1220177;-47,27047772;"SPRF-SP";"DEL04-SP";"UOP02-DEL04-SP"
332018;2021-01-02;"sábado";"14:00:00";"BA";116;828,8;"VITORIA DA CONQUISTA";"Entrada inopinada do pedestre";"Atropelamento de Pedestre";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Reta";"Sim";3;0;0;1;1;1;1;3;-14,82955364;-40,83059006;"SPRF-BA";"DEL08-BA";"UOP01-DEL08-BA"
332052;2021-01-02;"sábado";"15:45:00";"MG";262;418;"PARA DE MINAS";"Condutor deixou de manter distância do veículo da frente";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Nublado";"Dupla";"Reta";"Não";6;0;1;0;0;5;1;3;-19,89963382;-44,69608755;"SPRF-MG";"DEL08-MG";"UOP03-DEL08-MG"
332061;2021-01-02;"sábado";"18:00:00";"ES";101;407,9;"ITAPEMIRIM";"Acumulo de água sobre o pavimento";"Colisão lateral";"Sem Vítimas";"Anoitecer";"Crescente";"Chuva";"Simples";"Curva";"Não";12;0;0;0;11;1;0;4;-20,88946217;-41,03685379;"SPRF-ES";"DEL03-ES";"UOP02-DEL03-ES"
332069;2021-01-02;"sábado";"12:00:00";"MG";50;174,8;"UBERABA";"Acessar a via sem observar a presença dos outros veículos";"Atropelamento de Pedestre";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Reta";"Sim";2;0;1;0;1;0;1;2;-19,770817;-47,973434;"SPRF-MG";"DEL13-MG";"UOP01-DEL13-MG"
332077;2021-01-02;"sábado";"14:52:00";"PI";316;331;"GEMINIANO";"Problema com o freio";"Colisão transversal";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Interseção de Vias";"Não";7;0;3;2;1;3;5;5;-7,10702504;-41,27082825;"SPRF-PI";"DEL04-PI";"UOP01-DEL04-PI"
332081;2021-01-02;"sábado";"18:55:00";"TO";153;162,5;"ARAGUAINA";"Ultrapassagem Indevida";"Colisão frontal";"Com Vítimas Fatais";"Plena Noite";"Decrescente";"Chuva";"Simples";"Reta";"Não";3;1;0;1;1;0;1;2;-7,33627021;-48,31529575;"SPRF-TO";"DEL02-TO";"UOP01-DEL02-TO"
332090;2021-01-02;"sábado";"18:50:00";"MT";364;262;"JUSCIMEIRA";"Reação tardia ou ineficiente do condutor";"Colisão traseira";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Céu Claro";"Dupla";"Reta;Rotatória";"Não";2;0;1;0;1;0;1;2;-16,02721181;-54,89305973;"SPRF-MT";"DEL02-MT";"UOP01-DEL02-MT"
332102;2021-01-02;"sábado";"20:00:00";"RS";116;300,7;"GUAIBA";"Frear bruscamente";"Saída de leito carroçável";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Céu Claro";"Simples";"Reta";"Sim";3;0;2;0;0;1;2;2;-30,12368942;-51,34922543;"SPRF-RS";"DEL02-RS";"UOP01-DEL02-RS"
332106;2021-01-02;"sábado";"19:00:00";"PR";277;309,1;"GUARAPUAVA";"Velocidade Incompatível";"Colisão transversal";"Com Vítimas Feridas";"Anoitecer";"Crescente";"Chuva";"Simples";"Curva";"Não";6;0;3;1;1;2;4;4;-25,307524;-51,210171;"SPRF-PR";"DEL08-PR";"UOP01-DEL08-PR"
332126;2021-01-02;"sábado";"19:00:00";"RN";101;45,6;"CEARA-MIRIM";"Reação tardia ou ineficiente do condutor";"Colisão traseira";"Sem Vítimas";"Plena Noite";"Decrescente";"Céu Claro";"Simples";"Declive";"Não";2;0;0;0;2;0;0;2;-5,48513925;-35,32443409;"SPRF-RN";"DEL02-RN";"UOP01-DEL02-RN"
332129;2021-01-02;"sábado";"20:30:00";"MT";163;1033,7;"MATUPA";"Condutor deixou de manter distância do veículo da frente";"Colisão traseira";"Com Vítimas Fatais";"Plena Noite";"Crescente";"Nublado";"Simples";"Ponte";"Sim";5;1;0;0;2;2;0;4;-10,218324;-54,968977;"SPRF-MT";"DEL06-MT";"NPF/DEL06-MT"
332133;2021-01-03;"domingo";"00:40:00";"SC";101;127;"ITAJAI";"Reação tardia ou ineficiente do condutor";"Colisão lateral";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Céu Claro";"Dupla";"Reta";"Não";3;0;1;0;1;1;1;2;-26,9639319;-48,68328024;"SPRF-SC";"DEL04-SC";"UOP04-DEL04-SC"
332135;2021-01-03;"domingo";"00:20:00";"MG";116;38,7;"PEDRA AZUL";"Ingestão de álcool pelo condutor";"Colisão frontal";"Com Vítimas Fatais";"Plena Noite";"Crescente";"Céu Claro";"Simples";"Declive;Curva";"Não";3;1;0;0;1;1;0;3;-15,95802825;-41,40446956;"SPRF-MG";"DEL11-MG";"UOP02-DEL11-MG"
332143;2021-01-02;"sábado";"17:00:00";"BA";116;636;"JAGUAQUARA";"Fumaça";"Engavetamento";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Ignorado";"Simples";"Reta";"Não";8;0;2;0;5;1;2;5;-13,49889298;-40,05022605;"SPRF-BA";"DEL03-BA";"UOP01-DEL03-BA"
332145;2021-01-02;"sábado";"20:00:00";"BA";330;812;"JEQUIE";"Manobra de mudança de faixa";"Colisão frontal";"Com Vítimas Fatais";"Plena Noite";"Crescente";"Ignorado";"Simples";"Aclive";"Não";4;1;1;0;2;0;1;2;-14,00882475;-39,904926;"SPRF-BA";"DEL03-BA";"UOP01-DEL03-BA"
332150;2021-01-03;"domingo";"03:20:00";"BA";101;183;"CACHOEIRA";"Demais falhas mecânicas ou elétricas";"Tombamento";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Nublado";"Simples";"Aclive";"Não";3;0;2;0;0;1;2;2;-12,53594197;-38,97745507;"SPRF-BA";"DEL01-BA";"UOP03-DEL01-BA"
332159;2021-01-02;"sábado";"22:45:00";"RJ";40;78;"PETROPOLIS";"Reação tardia ou ineficiente do condutor";"Saída de leito carroçável";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Chuva";"Simples";"Curva";"Não";3;0;1;0;2;0;1;1;-22,48485874;-43,22843406;"SPRF-RJ";"DEL06-RJ";"UOP01-DEL06-RJ"
332173;2021-01-03;"domingo";"09:30:00";"MG";381;769,2;"CAMPANHA";"Condutor deixou de manter distância do veículo da frente";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Sol";"Dupla";"Curva";"Não";9;0;3;2;2;2;5;4;-21,77370307;-45,42761992;"SPRF-MG";"DEL16-MG";"UOP02-DEL16-MG"
332189;2021-01-03;"domingo";"09:00:00";"RJ";101;333;"RIO DE JANEIRO";"Demais falhas mecânicas ou elétricas";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Nublado";"Múltipla";"Reta";"Não";2;0;1;0;1;0;1;2;-22,87827816;-43,21053578;"SPRF-RJ";"DEL02-RJ";"UOP02-DEL02-RJ"
332193;2021-01-03;"domingo";"10:45:00";"SC";470;104;"APIUNA";"Manobra de mudança de faixa";"Colisão transversal";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Reta";"Não";4;0;2;1;1;0;3;2;-27,06135;-49,410408;"SPRF-SC";"DEL04-SC";"UOP02-DEL04-SC"
332194;2021-01-03;"domingo";"10:30:00";"MG";381;765,5;"CAMPANHA";"Ausência de reação do condutor";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Curva";"Não";4;0;2;0;1;1;2;3;-21,73485569;-45,38176417;"SPRF-MG";"DEL16-MG";"UOP02-DEL16-MG"
332202;2021-01-03;"domingo";"10:00:00";"BA";324;475,9;"TANQUINHO";"Reação tardia ou ineficiente do condutor";"Colisão lateral";"Sem Vítimas";"Pleno dia";"Crescente";"Sol";"Simples";"Reta";"Sim";2;0;0;0;2;0;0;2;-11,9825634;-39,09561159;"SPRF-BA";"DEL02-BA";"UOP01-DEL02-BA"
332229;2021-01-03;"domingo";"14:40:00";"SP";153;266;"MARILIA";"Condutor Dormindo";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Declive";"Não";2;0;1;0;0;2;1;3;-22,31250799;-49,8980637;"SPRF-SP";"DEL07-SP";"UOP02-DEL07-SP"
332247;2021-01-03;"domingo";"14:30:00";"SC";158;106,9;"CUNHA PORA";"Acessar a via sem observar a presença dos outros veículos";"Colisão frontal";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Curva";"Não";4;0;1;0;2;2;1;4;-26,870565;-53,162023;"SPRF-SC";"DEL07-SC";"UOP02-DEL07-SC"
332250;2021-01-03;"domingo";"12:00:00";"BA";101;428;"MARAU";"Velocidade Incompatível";"Capotamento";"Com Vítimas Fatais";"Pleno dia";"Decrescente";"Sol";"Simples";"Curva";"Não";2;1;0;0;0;1;0;2;-14,171413;-39,3242622;"SPRF-BA";"DEL05-BA";"UOP01-DEL05-BA"
332257;2021-01-03;"domingo";"15:30:00";"MT";364;472;"JANGADA";"Chuva";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Chuva";"Simples";"Curva";"Não";1;0;1;0;0;0;1;1;-15,44730266;-56,32918067;"SPRF-MT";"DEL01-MT";"UOP02-DEL01-MT"
332264;2021-01-03;"domingo";"14:15:00";"PR";277;348,5;"GUARAPUAVA";"Transitar na contramão";"Colisão frontal";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Nublado";"Simples";"Reta";"Sim";4;0;3;0;1;0;3;2;-25,33928412;-51,42880296;"SPRF-PR";"DEL08-PR";"UOP01-DEL08-PR"
332269;2021-01-03;"domingo";"15:34:00";"MG";365;413;"PATOS DE MINAS";"Velocidade Incompatível";"Colisão com objeto";"Sem Vítimas";"Pleno dia";"Decrescente";"Chuva";"Simples";"Reta";"Não";2;0;0;0;1;1;0;2;-18,6741811;-46,54412894;"SPRF-MG";"DEL10-MG";"UOP01-DEL10-MG"
332283;2021-01-03;"domingo";"17:10:00";"MG";365;550;"ESTRELA DO SUL";"Ultrapassagem Indevida";"Colisão lateral";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Reta";"Não";4;0;2;0;1;2;2;4;-18,92981;-47,670565;"SPRF-MG";"DEL15-MG";"UOP02-DEL15-MG"
332289;2021-01-03;"domingo";"18:10:00";"SP";116;230,5;"SAO PAULO";"Acessar a via sem observar a presença dos outros veículos";"Colisão lateral";"Com Vítimas Feridas";"Anoitecer";"Decrescente";"Nublado";"Múltipla";"Reta";"Não";3;0;1;0;1;1;1;3;-23,52251783;-46,5855702;"SPRF-SP";"DEL01-SP";"UOP01-DEL01-SP"
332295;2021-01-03;"domingo";"16:30:00";"MG";381;424,4;"CAETE";"Ausência de reação do condutor";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Reta";"Sim";2;0;1;0;1;0;1;2;-19,78236547;-43,66350085;"SPRF-MG";"DEL01-MG";"UOP01-DEL01-MG"
332312;2021-01-03;"domingo";"17:20:00";"ES";101;198,4;"ARACRUZ";"Chuva";"Saída de leito carroçável";"Com Vítimas Feridas";"Anoitecer";"Crescente";"Chuva";"Simples";"Curva";"Não";1;0;1;0;0;0;1;1;-19,71699251;-40,34090606;"SPRF-ES";"DEL04-ES";"UOP01-DEL04-ES"
332324;2021-01-03;"domingo";"19:50:00";"BA";101;185;"SAO GONCALO DOS CAMPOS";"Reação tardia ou ineficiente do condutor";"Engavetamento";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Céu Claro";"Simples";"Reta";"Não";4;0;2;0;2;0;2;3;-12,4374009;-38,9444646;"SPRF-BA";"DEL01-BA";"UOP03-DEL01-BA"
332333;2021-01-03;"domingo";"19:45:00";"MS";158;327,9;"BRASILANDIA";"Pedestre andava na pista";"Atropelamento de Pedestre";"Com Vítimas Fatais";"Plena Noite";"Decrescente";"Céu Claro";"Simples";"Reta";"Não";2;1;0;0;0;1;0;2;-21,15808413;-51,96942991;"SPRF-MS";"DEL07-MS";"UOP01-DEL07-MS"
332350;2021-01-03;"domingo";"17:30:00";"MG";381;566,6;"ITAGUARA";"Velocidade Incompatível";"Colisão com objeto";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Chuva";"Dupla";"Curva";"Não";5;0;1;0;4;0;1;3;-20,42649228;-44,54458383;"SPRF-MG";"DEL04-MG";"UOP03-DEL04-MG"
332358;2021-01-03;"domingo";"23:10:00";"ES";101;181;"ARACRUZ";"Condutor deixou de manter distância do veículo da frente";"Colisão lateral";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Céu Claro";"Simples";"Reta";"Não";5;0;0;2;3;0;2;2;-19,6312501;-40,22615187;"SPRF-ES";"DEL04-ES";"UOP01-DEL04-ES"
332363;2021-01-03;"domingo";"23:10:00";"MT";364;228,7;"RONDONOPOLIS";"Demais falhas mecânicas ou elétricas";"Incêndio";"Sem Vítimas";"Plena Noite";"Crescente";"Nublado";"Dupla";"Reta";"Não";2;0;0;0;1;1;0;2;-16,28204993;-54,76703083;"SPRF-MT";"DEL02-MT";"UOP01-DEL02-MT"
332364;2021-01-03;"domingo";"22:30:00";"SC";280;200,5;"MAFRA";"Problema com o freio";"Incêndio";"Sem Vítimas";"Plena Noite";"Decrescente";"Nublado";"Simples";"Reta";"Não";2;0;0;0;1;1;0;2;-26,17422439;-50,07298809;"SPRF-SC";"DEL06-SC";"UOP01-DEL06-SC"
332377;2021-01-04;"segunda-feira";"00:30:00";"MG";116;96,5;"MEDINA";"Carga excessiva e/ou mal acondicionada";"Tombamento";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Nublado";"Simples";"Curva";"Não";2;0;1;0;0;1;1;2;-16,40244787;-41,47432334;"SPRF-MG";"DEL11-MG";"UOP02-DEL11-MG"
332396;2021-01-04;"segunda-feira";"08:05:00";"SC";101;49,9;"JOINVILLE";"Condutor deixou de manter distância do veículo da frente";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Nublado";"Dupla";"Reta";"Não";4;0;1;1;1;1;2;3;-26,38686333;-48,84329438;"SPRF-SC";"DEL03-SC";"UOP01-DEL03-SC"
332397;2021-01-04;"segunda-feira";"07:25:00";"SP";381;83;"SAO PAULO";"Reação tardia ou ineficiente do condutor";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Múltipla";"Reta";"Sim";2;0;1;0;1;0;1;2;-23,4309671;-46,56998022;"SPRF-SP";"DEL03-SP";"UOP01-DEL03-SP"
332400;2021-01-04;"segunda-feira";"08:00:00";"RS";116;257,3;"ESTEIO";"Entrada inopinada do pedestre";"Atropelamento de Pedestre";"Com Vítimas Fatais";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Reta";"Sim";5;1;0;0;1;3;0;3;-29,85262195;-51,17968329;"SPRF-RS";"DEL01-RS";"UOP02-DEL01-RS"
332415;2021-01-04;"segunda-feira";"09:15:00";"RS";153;602,3;"BAGE";"Ingestão de álcool pelo condutor";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Reta";"Não";2;0;1;0;0;1;1;2;-31,19958421;-53,84890885;"SPRF-RS";"DEL11-RS";"UOP03-DEL11-RS"
332424;2021-01-04;"segunda-feira";"12:30:00";"ES";262;34,9;"DOMINGOS MARTINS";"Problema com o freio";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Nublado";"Simples";"Curva";"Não";2;0;1;1;0;0;2;1;-20,37309781;-40,5917608;"SPRF-ES";"DEL01-ES";"UOP01-DEL01-ES"
332428;2021-01-04;"segunda-feira";"12:20:00";"RS";448;22;"PORTO ALEGRE";"Manobra de mudança de faixa";"Colisão lateral mesmo sentido";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Curva;Interseção de Vias";"Não";2;0;1;0;1;0;1;2;-29,972212;-51,199139;"SPRF-RS";"DEL01-RS";"UOP01-DEL01-RS"
332432;2021-01-04;"segunda-feira";"12:42:00";"BA";324;525;"FEIRA DE SANTANA";"Condutor deixou de manter distância do veículo da frente";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Reta";"Sim";3;0;1;0;2;0;1;3;-12,30106981;-38,8977869;"SPRF-BA";"DEL01-BA";"UOP03-DEL01-BA"
332435;2021-01-03;"domingo";"22:50:00";"SC";470;123;"IBIRAMA";"Demais falhas mecânicas ou elétricas";"Derramamento de carga";"Sem Vítimas";"Plena Noite";"Decrescente";"Céu Claro";"Simples";"Declive";"Não";2;0;0;0;1;2;0;3;-27,106783;-49,522049;"SPRF-SC";"DEL04-SC";"UOP02-DEL04-SC"
332439;2021-01-04;"segunda-feira";"11:00:00";"MG";381;777,8;"CAMPANHA";"Velocidade Incompatível";"Colisão lateral mesmo sentido";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Curva";"Não";6;0;4;0;1;1;4;3;-21,82472705;-45,49551193;"SPRF-MG";"DEL16-MG";"UOP02-DEL16-MG"
332442;2021-01-04;"segunda-feira";"10:20:00";"AC";364;129;"RIO BRANCO";"Reação tardia ou ineficiente do condutor";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Reta";"Sim";3;0;2;0;1;0;2;2;-10,02882024;-67,82932804;"SPRF-AC";"DEL01-AC";"UOP01-DEL01-AC"
332449;2021-01-04;"segunda-feira";"14:45:00";"PR";476;136;"CURITIBA";"Condutor deixou de manter distância do veículo da frente";"Colisão traseira";"Sem Vítimas";"Pleno dia";"Crescente";"Nublado";"Múltipla";"Reta";"Sim";3;0;0;0;3;0;0;3;-25,4960515;-49,27608905;"SPRF-PR";"DEL01-PR";"UOP03-DEL01-PR"
